"DATETIME","TZ","TEMP"
2013-08-19 17:00:00,"Etc/GMT-7",16.141
2013-08-19 18:00:00,"Etc/GMT-7",15.404214942684
2013-08-19 19:00:00,"Etc/GMT-7",14.613
2013-08-19 20:00:00,"Etc/GMT-7",13.817570114632
2013-08-19 21:00:00,"Etc/GMT-7",13.076
2013-08-19 22:00:00,"Etc/GMT-7",12.438504598788
2013-08-19 23:00:00,"Etc/GMT-7",11.916
2013-08-20 00:00:00,"Etc/GMT-7",11.5237864902161
2013-08-20 01:00:00,"Etc/GMT-7",11.334
2013-08-20 02:00:00,"Etc/GMT-7",11.3247244403475
2013-08-20 03:00:00,"Etc/GMT-7",11.041
2013-08-20 04:00:00,"Etc/GMT-7",10.141940748394
2013-08-20 05:00:00,"Etc/GMT-7",9.176
2013-08-20 06:00:00,"Etc/GMT-7",8.77038756607648
2013-08-20 07:00:00,"Etc/GMT-7",8.978
2013-08-20 08:00:00,"Etc/GMT-7",9.70513398730008
2013-08-20 09:00:00,"Etc/GMT-7",10.846
2013-08-20 10:00:00,"Etc/GMT-7",12.2688264847232
2013-08-20 11:00:00,"Etc/GMT-7",13.75
2013-08-20 12:00:00,"Etc/GMT-7",15.0729350738071
2013-08-20 13:00:00,"Etc/GMT-7",16.141
2013-08-20 14:00:00,"Etc/GMT-7",16.8923082200484
2013-08-20 15:00:00,"Etc/GMT-7",17.284
2013-08-20 16:00:00,"Etc/GMT-7",17.2388320459992
2013-08-20 17:00:00,"Etc/GMT-7",16.523
2013-08-20 18:00:00,"Etc/GMT-7",15.0477385959547
2013-08-20 19:00:00,"Etc/GMT-7",13.461
2013-08-20 20:00:00,"Etc/GMT-7",12.387838570182
2013-08-20 21:00:00,"Etc/GMT-7",11.625
2013-08-20 22:00:00,"Etc/GMT-7",10.8341571233173
2013-08-20 23:00:00,"Etc/GMT-7",9.965
2013-08-21 00:00:00,"Etc/GMT-7",9.0895329365489
2013-08-21 01:00:00,"Etc/GMT-7",8.481
2013-08-21 02:00:00,"Etc/GMT-7",8.35321113048711
2013-08-21 03:00:00,"Etc/GMT-7",8.481
2013-08-21 04:00:00,"Etc/GMT-7",8.58162254150264
2013-08-21 05:00:00,"Etc/GMT-7",8.581
2013-08-21 06:00:00,"Etc/GMT-7",8.54354870350233
2013-08-21 07:00:00,"Etc/GMT-7",8.879
2013-08-21 08:00:00,"Etc/GMT-7",9.95493264448802
2013-08-21 09:00:00,"Etc/GMT-7",11.625
2013-08-21 10:00:00,"Etc/GMT-7",13.6163457185456
2013-08-21 11:00:00,"Etc/GMT-7",15.664
2013-08-21 12:00:00,"Etc/GMT-7",17.4724344813297
2013-08-21 13:00:00,"Etc/GMT-7",18.616
2013-08-21 14:00:00,"Etc/GMT-7",18.8409163561357
2013-08-21 15:00:00,"Etc/GMT-7",18.711
2013-08-21 16:00:00,"Etc/GMT-7",18.7402750941276
2013-08-21 17:00:00,"Etc/GMT-7",18.426
2013-08-21 18:00:00,"Etc/GMT-7",17.2757332673538
2013-08-21 19:00:00,"Etc/GMT-7",15.855
2013-08-21 20:00:00,"Etc/GMT-7",14.8322918364571
2013-08-21 21:00:00,"Etc/GMT-7",14.23
2013-08-21 22:00:00,"Etc/GMT-7",13.9114743868178
2013-08-21 23:00:00,"Etc/GMT-7",13.75
2013-08-22 00:00:00,"Etc/GMT-7",13.6409356162718
2013-08-22 01:00:00,"Etc/GMT-7",13.558
2013-08-22 02:00:00,"Etc/GMT-7",13.4966581480951
2013-08-22 03:00:00,"Etc/GMT-7",13.461
2013-08-22 04:00:00,"Etc/GMT-7",13.4294317913478
2013-08-22 05:00:00,"Etc/GMT-7",13.269
2013-08-22 06:00:00,"Etc/GMT-7",12.9394896865137
2013-08-22 07:00:00,"Etc/GMT-7",12.883
2013-08-22 08:00:00,"Etc/GMT-7",13.5088594625973
2013-08-22 09:00:00,"Etc/GMT-7",14.613
2013-08-22 10:00:00,"Etc/GMT-7",15.9428224630971
2013-08-22 11:00:00,"Etc/GMT-7",17.665
2013-08-22 12:00:00,"Etc/GMT-7",19.7539756850142
2013-08-22 13:00:00,"Etc/GMT-7",20.996
2013-08-22 14:00:00,"Etc/GMT-7",20.4166497968462
2013-08-22 15:00:00,"Etc/GMT-7",19.187
2013-08-22 16:00:00,"Etc/GMT-7",18.628800127601
2013-08-22 17:00:00,"Etc/GMT-7",18.521
2013-08-22 18:00:00,"Etc/GMT-7",18.2993996927498
2013-08-22 19:00:00,"Etc/GMT-7",17.57
2013-08-22 20:00:00,"Etc/GMT-7",16.1841011013999
2013-08-22 21:00:00,"Etc/GMT-7",14.804
2013-08-22 22:00:00,"Etc/GMT-7",14.0973209016507
2013-08-22 23:00:00,"Etc/GMT-7",13.942
2013-08-23 00:00:00,"Etc/GMT-7",14.0343652919973
2013-08-23 01:00:00,"Etc/GMT-7",14.134
2013-08-23 02:00:00,"Etc/GMT-7",14.0889679303599
2013-08-23 03:00:00,"Etc/GMT-7",14.038
2013-08-23 04:00:00,"Etc/GMT-7",14.0897629865629
2013-08-23 05:00:00,"Etc/GMT-7",13.942
2013-08-23 06:00:00,"Etc/GMT-7",13.4078551233883
2013-08-23 07:00:00,"Etc/GMT-7",13.173
2013-08-23 08:00:00,"Etc/GMT-7",13.7918165198839
2013-08-23 09:00:00,"Etc/GMT-7",14.421
2013-08-23 10:00:00,"Etc/GMT-7",14.2191287970761
2013-08-23 11:00:00,"Etc/GMT-7",13.75
2013-08-23 12:00:00,"Etc/GMT-7",13.6646682918119
2013-08-23 13:00:00,"Etc/GMT-7",13.558
2013-08-23 14:00:00,"Etc/GMT-7",12.9974480356765
2013-08-23 15:00:00,"Etc/GMT-7",12.497
2013-08-23 16:00:00,"Etc/GMT-7",12.5949145654822
2013-08-23 17:00:00,"Etc/GMT-7",12.98
2013-08-23 18:00:00,"Etc/GMT-7",13.2106437023948
2013-08-23 19:00:00,"Etc/GMT-7",13.173
2013-08-23 20:00:00,"Etc/GMT-7",12.8766356249386
2013-08-23 21:00:00,"Etc/GMT-7",12.497
2013-08-23 22:00:00,"Etc/GMT-7",12.1960637978509
2013-08-23 23:00:00,"Etc/GMT-7",11.916
2013-08-24 00:00:00,"Etc/GMT-7",11.5776091836578
2013-08-24 01:00:00,"Etc/GMT-7",11.236
2013-08-24 02:00:00,"Etc/GMT-7",10.9733744675179
2013-08-24 03:00:00,"Etc/GMT-7",10.846
2013-08-24 04:00:00,"Etc/GMT-7",10.8598929462707
2013-08-24 05:00:00,"Etc/GMT-7",10.846
2013-08-24 06:00:00,"Etc/GMT-7",10.6751787473993
2013-08-24 07:00:00,"Etc/GMT-7",10.553
2013-08-24 08:00:00,"Etc/GMT-7",10.673017064132
2013-08-24 09:00:00,"Etc/GMT-7",10.846
2013-08-24 10:00:00,"Etc/GMT-7",10.8663779960725
2013-08-24 11:00:00,"Etc/GMT-7",10.846
2013-08-24 12:00:00,"Etc/GMT-7",10.925220951578
2013-08-24 13:00:00,"Etc/GMT-7",11.041
2013-08-24 14:00:00,"Etc/GMT-7",11.1059881976157
2013-08-24 15:00:00,"Etc/GMT-7",11.139
2013-08-24 16:00:00,"Etc/GMT-7",11.1785762579594
2013-08-24 17:00:00,"Etc/GMT-7",11.236
2013-08-24 18:00:00,"Etc/GMT-7",11.3047067705467
2013-08-24 19:00:00,"Etc/GMT-7",11.334
2013-08-24 20:00:00,"Etc/GMT-7",11.2760966598539
2013-08-24 21:00:00,"Etc/GMT-7",11.139
2013-08-24 22:00:00,"Etc/GMT-7",10.9366565900377
2013-08-24 23:00:00,"Etc/GMT-7",10.651
2013-08-25 00:00:00,"Etc/GMT-7",10.3104019799954
2013-08-25 01:00:00,"Etc/GMT-7",10.161
2013-08-25 02:00:00,"Etc/GMT-7",10.3187354899807
2013-08-25 03:00:00,"Etc/GMT-7",10.161
2013-08-25 04:00:00,"Etc/GMT-7",9.18203106008182
2013-08-25 05:00:00,"Etc/GMT-7",8.082
2013-08-25 06:00:00,"Etc/GMT-7",7.68214026969203
2013-08-25 07:00:00,"Etc/GMT-7",8.082
2013-08-25 08:00:00,"Etc/GMT-7",9.11340786115005
2013-08-25 09:00:00,"Etc/GMT-7",10.259
2013-08-25 10:00:00,"Etc/GMT-7",11.0943532857078
2013-08-25 11:00:00,"Etc/GMT-7",11.916
2013-08-25 12:00:00,"Etc/GMT-7",12.9913039960189
2013-08-25 13:00:00,"Etc/GMT-7",13.75
2013-08-25 14:00:00,"Etc/GMT-7",13.6350557302168
2013-08-25 15:00:00,"Etc/GMT-7",12.98
2013-08-25 16:00:00,"Etc/GMT-7",12.2840980831141
2013-08-25 17:00:00,"Etc/GMT-7",11.819
2013-08-25 18:00:00,"Etc/GMT-7",11.6975519373269
2013-08-25 19:00:00,"Etc/GMT-7",11.625
2013-08-25 20:00:00,"Etc/GMT-7",11.3298191675784
2013-08-25 21:00:00,"Etc/GMT-7",11.041
2013-08-25 22:00:00,"Etc/GMT-7",10.9687963923596
2013-08-25 23:00:00,"Etc/GMT-7",10.748
2013-08-26 00:00:00,"Etc/GMT-7",10.0754952629832
2013-08-26 01:00:00,"Etc/GMT-7",9.472
2013-08-26 02:00:00,"Etc/GMT-7",9.43822255570751
2013-08-26 03:00:00,"Etc/GMT-7",9.571
2013-08-26 04:00:00,"Etc/GMT-7",9.38598951418673
2013-08-26 05:00:00,"Etc/GMT-7",8.978
2013-08-26 06:00:00,"Etc/GMT-7",8.61519438754559
2013-08-26 07:00:00,"Etc/GMT-7",8.68
