"YEAR","MONTH","DAY","HOUR","MIN","TEMP"
2015,4,20,16,40,17.091
2015,4,20,18,40,13.083
2015,4,20,20,40,9.073
2015,4,20,22,40,6.063
2015,4,21,0,40,5.059
2015,4,21,2,40,4.055
2015,4,21,4,40,3.553
2015,4,21,6,40,3.051
2015,4,21,8,40,4.557
2015,4,21,10,40,9.574
2015,4,21,12,40,15.088
2015,4,21,14,40,12.582
2015,4,21,16,40,8.07
2015,4,21,18,40,6.063
2015,4,21,20,40,2.549
2015,4,21,22,40,1.042
2015,4,22,0,40,-0.465
2015,4,22,2,40,0.038
2015,4,22,4,40,-0.465
2015,4,22,6,40,-0.967
2015,4,22,8,40,-0.465
2015,4,22,10,40,2.047
2015,4,22,12,40,7.066
2015,4,22,14,40,8.07
2015,4,22,16,40,6.565
2015,4,22,18,40,4.557
2015,4,22,20,40,1.545
2015,4,22,22,40,0.54
2015,4,23,0,40,-0.465
2015,4,23,2,40,-0.465
2015,4,23,4,40,-0.967
2015,4,23,6,40,-0.967
2015,4,23,8,40,1.042
2015,4,23,10,40,3.051
2015,4,23,12,40,4.055
2015,4,23,14,40,3.553
2015,4,23,16,40,2.549
2015,4,23,18,40,2.549
2015,4,23,20,40,0.54
2015,4,23,22,40,0.038
2015,4,24,0,40,-0.967
2015,4,24,2,40,-0.967
2015,4,24,4,40,-0.967
2015,4,24,6,40,-0.967
2015,4,24,8,40,0.038
2015,4,24,10,40,1.042
2015,4,24,12,40,1.042
2015,4,24,14,40,1.042
2015,4,24,16,40,2.047
2015,4,24,18,40,0.038
2015,4,24,20,40,0.038
2015,4,24,22,40,0.038
2015,4,25,0,40,0.038
2015,4,25,2,40,-0.967
2015,4,25,4,40,-0.967
2015,4,25,6,40,-0.967
2015,4,25,8,40,-0.967
2015,4,25,10,40,0.54
2015,4,25,12,40,2.047
2015,4,25,14,40,4.055
2015,4,25,16,40,2.047
2015,4,25,18,40,0.54
2015,4,25,20,40,-0.465
2015,4,25,22,40,-1.47
2015,4,26,0,40,-1.972
2015,4,26,2,40,-2.475
2015,4,26,4,40,-2.977
2015,4,26,6,40,-2.977
2015,4,26,8,40,-0.465
2015,4,26,10,40,1.545
2015,4,26,12,40,3.553
2015,4,26,14,40,4.557
2015,4,26,16,40,5.059
2015,4,26,18,40,4.055
2015,4,26,20,40,3.051
2015,4,26,22,40,3.051
2015,4,27,0,40,2.549
2015,4,27,2,40,3.051
2015,4,27,4,40,3.051
2015,4,27,6,40,3.553
2015,4,27,8,40,5.561
2015,4,27,10,40,9.574
2015,4,27,12,40,11.58
2015,4,27,14,40,14.587
2015,4,27,16,40,15.589
2015,4,27,18,40,13.585
2015,4,27,20,40,12.081
2015,4,27,22,40,11.58
2015,4,28,0,40,9.073
2015,4,28,2,40,7.568
2015,4,28,4,40,6.565
2015,4,28,6,40,5.561
2015,4,28,8,40,8.07
2015,4,28,10,40,8.571
2015,4,28,12,40,8.07
2015,4,28,14,40,10.577
2015,4,28,16,40,7.568
2015,4,28,18,40,5.059
2015,4,28,20,40,4.055
2015,4,28,22,40,2.549
2015,4,29,0,40,1.545
2015,4,29,2,40,1.042
2015,4,29,4,40,0.54
2015,4,29,6,40,0.54
2015,4,29,8,40,1.545
2015,4,29,10,40,3.553
2015,4,29,12,40,7.568
2015,4,29,14,40,6.063
2015,4,29,16,40,7.066
2015,4,29,18,40,5.059
2015,4,29,20,40,3.051
2015,4,29,22,40,3.051
2015,4,30,0,40,2.549
2015,4,30,2,40,1.042
2015,4,30,4,40,0.54
2015,4,30,6,40,1.042
2015,4,30,8,40,2.047
2015,4,30,10,40,6.565
2015,4,30,12,40,11.58
2015,4,30,14,40,13.585
2015,4,30,16,40,12.582
2015,4,30,18,40,9.574
2015,4,30,20,40,6.565
2015,4,30,22,40,5.059
2015,5,1,0,40,5.059
2015,5,1,2,40,4.055
2015,5,1,4,40,4.055
2015,5,1,6,40,3.051
2015,5,1,8,40,4.557
2015,5,1,10,40,10.076
2015,5,1,12,40,16.09
2015,5,1,14,40,15.589
2015,5,1,16,40,13.585
2015,5,1,18,40,10.577
2015,5,1,20,40,7.568
2015,5,1,22,40,4.557
2015,5,2,0,40,3.553
2015,5,2,2,40,4.055
2015,5,2,4,40,4.055
2015,5,2,6,40,3.051
2015,5,2,8,40,4.055
2015,5,2,10,40,7.066
2015,5,2,12,40,13.083
2015,5,2,14,40,14.587
2015,5,2,16,40,13.083
2015,5,2,18,40,9.574
2015,5,2,20,40,6.063
2015,5,2,22,40,4.055
2015,5,3,0,40,3.051
2015,5,3,2,40,2.549
2015,5,3,4,40,2.047
2015,5,3,6,40,2.549
2015,5,3,8,40,5.561
2015,5,3,10,40,11.58
2015,5,3,12,40,16.09
2015,5,3,14,40,17.592
2015,5,3,16,40,15.589
2015,5,3,18,40,12.081
2015,5,3,20,40,8.571
2015,5,3,22,40,6.063
2015,5,4,0,40,5.059
2015,5,4,2,40,5.059
2015,5,4,4,40,4.557
2015,5,4,6,40,4.557
2015,5,4,8,40,6.063
2015,5,4,10,40,12.582
2015,5,4,12,40,15.088
2015,5,4,14,40,13.083
2015,5,4,16,40,10.577
2015,5,4,18,40,7.066
2015,5,4,20,40,5.059
2015,5,4,22,40,3.553
2015,5,5,0,40,2.047
2015,5,5,2,40,1.042
2015,5,5,4,40,1.042
2015,5,5,6,40,0.54
2015,5,5,8,40,0.54
2015,5,5,10,40,2.047
2015,5,5,12,40,1.545
2015,5,5,14,40,4.055
2015,5,5,16,40,1.042
2015,5,5,18,40,1.042
2015,5,5,20,40,0.54
2015,5,5,22,40,0.54
2015,5,6,0,40,0.54
2015,5,6,2,40,0.038
2015,5,6,4,40,-0.465
2015,5,6,6,40,-0.465
2015,5,6,8,40,0.54
2015,5,6,10,40,2.047
2015,5,6,12,40,3.051
2015,5,6,14,40,4.055
2015,5,6,16,40,3.553
2015,5,6,18,40,3.553
2015,5,6,20,40,2.549
2015,5,6,22,40,1.042
2015,5,7,0,40,-0.465
2015,5,7,2,40,-0.465
2015,5,7,4,40,-0.967
2015,5,7,6,40,-0.967
2015,5,7,8,40,1.042
2015,5,7,10,40,5.059
2015,5,7,12,40,11.58
2015,5,7,14,40,13.585
2015,5,7,16,40,12.081
2015,5,7,18,40,8.571
2015,5,7,20,40,5.059
2015,5,7,22,40,3.051
2015,5,8,0,40,2.047
2015,5,8,2,40,1.042
2015,5,8,4,40,2.047
2015,5,8,6,40,3.051
2015,5,8,8,40,5.059
2015,5,8,10,40,10.577
2015,5,8,12,40,16.59
2015,5,8,14,40,18.093
2015,5,8,16,40,16.09
2015,5,8,18,40,12.081
2015,5,8,20,40,9.073
2015,5,8,22,40,6.565
2015,5,9,0,40,5.561
2015,5,9,2,40,5.561
2015,5,9,4,40,4.557
2015,5,9,6,40,4.557
2015,5,9,8,40,7.568
2015,5,9,10,40,13.083
2015,5,9,12,40,19.094
2015,5,9,14,40,19.595
2015,5,9,16,40,18.593
2015,5,9,18,40,15.088
2015,5,9,20,40,11.078
2015,5,9,22,40,8.07
2015,5,10,0,40,7.066
2015,5,10,2,40,7.066
2015,5,10,4,40,7.066
2015,5,10,6,40,7.066
2015,5,10,8,40,9.574
2015,5,10,10,40,14.086
2015,5,10,12,40,19.595
2015,5,10,14,40,17.091
2015,5,10,16,40,14.587
2015,5,10,18,40,12.081
2015,5,10,20,40,9.073
2015,5,10,22,40,7.066
2015,5,11,0,40,6.565
2015,5,11,2,40,6.063
2015,5,11,4,40,5.561
2015,5,11,6,40,4.557
2015,5,11,8,40,4.055
2015,5,11,10,40,5.059
2015,5,11,12,40,6.063
2015,5,11,14,40,5.561
2015,5,11,16,40,5.059
2015,5,11,18,40,5.059
2015,5,11,20,40,4.557
2015,5,11,22,40,4.557
2015,5,12,0,40,4.055
2015,5,12,2,40,4.055
2015,5,12,4,40,4.055
2015,5,12,6,40,3.553
2015,5,12,8,40,4.055
2015,5,12,10,40,5.059
2015,5,12,12,40,6.565
2015,5,12,14,40,7.568
2015,5,12,16,40,5.561
2015,5,12,18,40,5.561
2015,5,12,20,40,4.557
2015,5,12,22,40,4.055
2015,5,13,0,40,4.055
2015,5,13,2,40,4.055
2015,5,13,4,40,3.553
2015,5,13,6,40,3.553
2015,5,13,8,40,4.055
2015,5,13,10,40,4.055
2015,5,13,12,40,4.055
2015,5,13,14,40,4.055
2015,5,13,16,40,4.557
2015,5,13,18,40,4.557
2015,5,13,20,40,4.055
2015,5,13,22,40,2.549
2015,5,14,0,40,2.549
2015,5,14,2,40,2.549
2015,5,14,4,40,1.545
2015,5,14,6,40,1.042
2015,5,14,8,40,4.055
2015,5,14,10,40,6.565
2015,5,14,12,40,8.07
2015,5,14,14,40,9.574
2015,5,14,16,40,8.571
2015,5,14,18,40,9.574
2015,5,14,20,40,7.066
2015,5,14,22,40,6.565
2015,5,15,0,40,6.565
2015,5,15,2,40,5.561
2015,5,15,4,40,5.059
2015,5,15,6,40,5.059
2015,5,15,8,40,6.063
2015,5,15,10,40,7.066
2015,5,15,12,40,8.07
2015,5,15,14,40,7.066
2015,5,15,16,40,7.066
2015,5,15,18,40,7.568
2015,5,15,20,40,7.066
2015,5,15,22,40,6.565
2015,5,16,0,40,5.561
2015,5,16,2,40,5.059
2015,5,16,4,40,4.557
2015,5,16,6,40,4.055
2015,5,16,8,40,4.557
2015,5,16,10,40,5.561
2015,5,16,12,40,6.565
2015,5,16,14,40,7.066
2015,5,16,16,40,7.066
2015,5,16,18,40,6.565
2015,5,16,20,40,5.561
2015,5,16,22,40,5.561
2015,5,17,0,40,5.059
2015,5,17,2,40,5.059
2015,5,17,4,40,4.557
2015,5,17,6,40,3.553
2015,5,17,8,40,5.059
2015,5,17,10,40,9.574
2015,5,17,12,40,13.585
2015,5,17,14,40,13.083
2015,5,17,16,40,11.58
2015,5,17,18,40,10.577
2015,5,17,20,40,9.073
2015,5,17,22,40,7.568
2015,5,18,0,40,7.568
2015,5,18,2,40,6.063
2015,5,18,4,40,6.565
2015,5,18,6,40,7.066
2015,5,18,8,40,10.076
2015,5,18,10,40,14.086
2015,5,18,12,40,12.081
2015,5,18,14,40,12.582
2015,5,18,16,40,12.081
2015,5,18,18,40,12.081
2015,5,18,20,40,10.577
2015,5,18,22,40,8.07
2015,5,19,0,40,7.568
2015,5,19,2,40,6.565
2015,5,19,4,40,6.565
2015,5,19,6,40,5.561
2015,5,19,8,40,7.568
2015,5,19,10,40,12.081
2015,5,19,12,40,14.086
2015,5,19,14,40,12.582
2015,5,19,16,40,9.574
2015,5,19,18,40,10.076
2015,5,19,20,40,9.073
2015,5,19,22,40,8.07
2015,5,20,0,40,6.565
2015,5,20,2,40,5.561
2015,5,20,4,40,5.059
2015,5,20,6,40,5.059
2015,5,20,8,40,8.571
2015,5,20,10,40,12.081
2015,5,20,12,40,17.091
2015,5,20,14,40,17.091
2015,5,20,16,40,16.09
2015,5,20,18,40,14.587
2015,5,20,20,40,11.078
2015,5,20,22,40,9.073
2015,5,21,0,40,8.571
2015,5,21,2,40,7.066
2015,5,21,4,40,6.063
2015,5,21,6,40,6.565
2015,5,21,8,40,9.073
2015,5,21,10,40,12.081
2015,5,21,12,40,15.589
2015,5,21,14,40,17.592
2015,5,21,16,40,17.592
2015,5,21,18,40,14.086
2015,5,21,20,40,12.582
2015,5,21,22,40,10.577
2015,5,22,0,40,9.574
2015,5,22,2,40,8.571
2015,5,22,4,40,7.066
2015,5,22,6,40,7.568
2015,5,22,8,40,10.076
2015,5,22,10,40,12.081
2015,5,22,12,40,9.574
2015,5,22,14,40,9.574
2015,5,22,16,40,8.571
2015,5,22,18,40,8.571
2015,5,22,20,40,8.07
2015,5,22,22,40,7.568
2015,5,23,0,40,7.066
2015,5,23,2,40,6.565
2015,5,23,4,40,6.063
2015,5,23,6,40,6.063
2015,5,23,8,40,6.063
2015,5,23,10,40,7.066
2015,5,23,12,40,9.073
2015,5,23,14,40,9.073
2015,5,23,16,40,9.073
2015,5,23,18,40,8.07
2015,5,23,20,40,7.568
2015,5,23,22,40,7.066
2015,5,24,0,40,7.066
2015,5,24,2,40,6.565
2015,5,24,4,40,6.063
2015,5,24,6,40,5.561
2015,5,24,8,40,6.565
2015,5,24,10,40,7.568
2015,5,24,12,40,8.571
2015,5,24,14,40,8.571
2015,5,24,16,40,9.073
2015,5,24,18,40,8.571
2015,5,24,20,40,7.568
2015,5,24,22,40,7.568
2015,5,25,0,40,7.066
2015,5,25,2,40,6.565
2015,5,25,4,40,6.063
2015,5,25,6,40,5.561
2015,5,25,8,40,6.565
2015,5,25,10,40,9.574
2015,5,25,12,40,9.574
2015,5,25,14,40,10.577
2015,5,25,16,40,12.582
2015,5,25,18,40,9.574
2015,5,25,20,40,8.07
2015,5,25,22,40,7.066
2015,5,26,0,40,7.066
2015,5,26,2,40,6.565
2015,5,26,4,40,6.565
2015,5,26,6,40,6.063
2015,5,26,8,40,6.565
2015,5,26,10,40,8.07
2015,5,26,12,40,9.574
2015,5,26,14,40,10.076
2015,5,26,16,40,10.577
2015,5,26,18,40,9.574
2015,5,26,20,40,8.571
2015,5,26,22,40,8.07
2015,5,27,0,40,8.07
2015,5,27,2,40,7.568
2015,5,27,4,40,7.066
2015,5,27,6,40,6.063
2015,5,27,8,40,7.568
2015,5,27,10,40,13.083
2015,5,27,12,40,17.592
2015,5,27,14,40,18.593
2015,5,27,16,40,17.592
2015,5,27,18,40,15.088
2015,5,27,20,40,11.58
2015,5,27,22,40,9.574
2015,5,28,0,40,8.571
2015,5,28,2,40,7.066
2015,5,28,4,40,6.565
2015,5,28,6,40,6.565
2015,5,28,8,40,9.574
2015,5,28,10,40,15.589
2015,5,28,12,40,17.592
2015,5,28,14,40,18.593
2015,5,28,16,40,20.095
2015,5,28,18,40,18.093
2015,5,28,20,40,14.086
2015,5,28,22,40,12.081
2015,5,29,0,40,11.078
2015,5,29,2,40,10.076
2015,5,29,4,40,10.076
2015,5,29,6,40,10.076
2015,5,29,8,40,13.083
2015,5,29,10,40,16.09
2015,5,29,12,40,18.593
2015,5,29,14,40,23.597
2015,5,29,16,40,21.096
2015,5,29,18,40,18.593
2015,5,29,20,40,15.088
2015,5,29,22,40,12.081
2015,5,30,0,40,10.577
2015,5,30,2,40,9.073
2015,5,30,4,40,8.571
2015,5,30,6,40,8.571
2015,5,30,8,40,10.577
2015,5,30,10,40,16.09
2015,5,30,12,40,20.095
2015,5,30,14,40,21.596
2015,5,30,16,40,20.095
2015,5,30,18,40,17.592
2015,5,30,20,40,13.585
2015,5,30,22,40,10.076
2015,5,31,0,40,9.574
2015,5,31,2,40,9.073
2015,5,31,4,40,8.07
2015,5,31,6,40,8.07
2015,5,31,8,40,11.078
2015,5,31,10,40,15.088
2015,5,31,12,40,23.097
2015,5,31,14,40,23.097
2015,5,31,16,40,22.097
2015,5,31,18,40,18.593
2015,5,31,20,40,15.088
2015,5,31,22,40,12.582
2015,6,1,0,40,11.58
2015,6,1,2,40,10.577
2015,6,1,4,40,9.574
2015,6,1,6,40,10.076
2015,6,1,8,40,9.574
2015,6,1,10,40,9.073
2015,6,1,12,40,9.073
2015,6,1,14,40,9.574
2015,6,1,16,40,10.076
2015,6,1,18,40,9.574
2015,6,1,20,40,8.571
2015,6,1,22,40,8.07
2015,6,2,0,40,7.568
2015,6,2,2,40,6.565
2015,6,2,4,40,6.063
2015,6,2,6,40,6.063
2015,6,2,8,40,6.063
2015,6,2,10,40,6.565
2015,6,2,12,40,8.07
2015,6,2,14,40,8.571
2015,6,2,16,40,8.07
2015,6,2,18,40,8.571
2015,6,2,20,40,7.066
2015,6,2,22,40,6.565
2015,6,3,0,40,6.063
2015,6,3,2,40,5.561
2015,6,3,4,40,5.561
2015,6,3,6,40,6.063
2015,6,3,8,40,6.565
2015,6,3,10,40,7.568
2015,6,3,12,40,8.07
2015,6,3,14,40,9.073
2015,6,3,16,40,10.076
2015,6,3,18,40,10.076
2015,6,3,20,40,8.07
2015,6,3,22,40,7.066
2015,6,4,0,40,6.565
2015,6,4,2,40,6.565
2015,6,4,4,40,6.565
2015,6,4,6,40,6.565
2015,6,4,8,40,7.568
2015,6,4,10,40,9.574
2015,6,4,12,40,12.081
2015,6,4,14,40,13.083
2015,6,4,16,40,12.081
2015,6,4,18,40,10.577
2015,6,4,20,40,10.076
2015,6,4,22,40,8.07
2015,6,5,0,40,7.066
2015,6,5,2,40,6.565
2015,6,5,4,40,6.063
2015,6,5,6,40,6.565
2015,6,5,8,40,9.574
2015,6,5,10,40,15.088
2015,6,5,12,40,20.095
2015,6,5,14,40,22.597
2015,6,5,16,40,20.095
2015,6,5,18,40,17.592
2015,6,5,20,40,13.585
2015,6,5,22,40,11.078
2015,6,6,0,40,9.574
2015,6,6,2,40,8.571
2015,6,6,4,40,7.568
2015,6,6,6,40,8.07
2015,6,6,8,40,11.078
2015,6,6,10,40,17.592
2015,6,6,12,40,23.597
2015,6,6,14,40,25.598
2015,6,6,16,40,23.097
2015,6,6,18,40,19.094
2015,6,6,20,40,15.589
2015,6,6,22,40,12.582
2015,6,7,0,40,11.078
2015,6,7,2,40,10.076
2015,6,7,4,40,9.574
2015,6,7,6,40,9.574
2015,6,7,8,40,12.582
2015,6,7,10,40,19.094
2015,6,7,12,40,24.598
2015,6,7,14,40,27.597
2015,6,7,16,40,24.598
2015,6,7,18,40,20.596
2015,6,7,20,40,16.59
2015,6,7,22,40,14.086
2015,6,8,0,40,12.582
2015,6,8,2,40,12.081
2015,6,8,4,40,11.078
2015,6,8,6,40,11.078
2015,6,8,8,40,14.086
2015,6,8,10,40,21.096
2015,6,8,12,40,26.098
2015,6,8,14,40,27.597
2015,6,8,16,40,25.098
2015,6,8,18,40,21.596
2015,6,8,20,40,17.091
2015,6,8,22,40,14.086
2015,6,9,0,40,12.582
2015,6,9,2,40,11.58
2015,6,9,4,40,10.577
2015,6,9,6,40,10.076
2015,6,9,8,40,13.083
2015,6,9,10,40,19.595
2015,6,9,12,40,24.598
2015,6,9,14,40,25.598
2015,6,9,16,40,23.597
2015,6,9,18,40,20.596
2015,6,9,20,40,16.59
2015,6,9,22,40,12.582
2015,6,10,0,40,10.076
2015,6,10,2,40,9.073
2015,6,10,4,40,8.07
2015,6,10,6,40,7.568
2015,6,10,8,40,10.577
2015,6,10,10,40,16.59
2015,6,10,12,40,20.095
2015,6,10,14,40,22.097
2015,6,10,16,40,19.595
2015,6,10,18,40,17.091
2015,6,10,20,40,13.585
2015,6,10,22,40,11.078
2015,6,11,0,40,9.073
2015,6,11,2,40,8.571
2015,6,11,4,40,7.568
2015,6,11,6,40,7.066
2015,6,11,8,40,10.076
2015,6,11,10,40,15.589
2015,6,11,12,40,19.595
2015,6,11,14,40,22.597
2015,6,11,16,40,20.095
2015,6,11,18,40,17.091
2015,6,11,20,40,13.585
2015,6,11,22,40,10.577
2015,6,12,0,40,8.07
2015,6,12,2,40,7.066
2015,6,12,4,40,6.063
2015,6,12,6,40,5.561
2015,6,12,8,40,6.063
2015,6,12,10,40,6.565
2015,6,12,12,40,14.086
2015,6,12,14,40,15.589
2015,6,12,16,40,13.585
2015,6,12,18,40,11.58
2015,6,12,20,40,8.571
2015,6,12,22,40,6.063
2015,6,13,0,40,6.063
2015,6,13,2,40,4.055
2015,6,13,4,40,3.051
2015,6,13,6,40,3.051
2015,6,13,8,40,6.063
2015,6,13,10,40,12.582
2015,6,13,12,40,16.09
2015,6,13,14,40,17.592
2015,6,13,16,40,15.589
2015,6,13,18,40,14.086
2015,6,13,20,40,10.076
2015,6,13,22,40,7.066
2015,6,14,0,40,6.063
2015,6,14,2,40,5.561
2015,6,14,4,40,6.063
2015,6,14,6,40,6.565
2015,6,14,8,40,11.078
2015,6,14,10,40,17.091
2015,6,14,12,40,20.596
2015,6,14,14,40,18.593
2015,6,14,16,40,21.096
2015,6,14,18,40,18.593
2015,6,14,20,40,14.587
2015,6,14,22,40,11.58
2015,6,15,0,40,10.577
2015,6,15,2,40,9.073
2015,6,15,4,40,9.073
2015,6,15,6,40,9.574
2015,6,15,8,40,12.582
2015,6,15,10,40,19.595
2015,6,15,12,40,22.597
2015,6,15,14,40,21.596
2015,6,15,16,40,22.597
2015,6,15,18,40,19.595
2015,6,15,20,40,15.589
2015,6,15,22,40,12.582
2015,6,16,0,40,11.58
2015,6,16,2,40,10.076
2015,6,16,4,40,8.571
2015,6,16,6,40,8.07
2015,6,16,8,40,11.078
2015,6,16,10,40,17.592
2015,6,16,12,40,20.596
2015,6,16,14,40,22.097
2015,6,16,16,40,19.094
2015,6,16,18,40,16.59
2015,6,16,20,40,13.083
2015,6,16,22,40,9.574
2015,6,17,0,40,7.568
2015,6,17,2,40,6.565
2015,6,17,4,40,6.063
2015,6,17,6,40,6.063
2015,6,17,8,40,9.073
2015,6,17,10,40,15.589
2015,6,17,12,40,19.094
2015,6,17,14,40,21.096
2015,6,17,16,40,19.094
2015,6,17,18,40,17.091
2015,6,17,20,40,14.086
2015,6,17,22,40,12.081
2015,6,18,0,40,11.58
2015,6,18,2,40,10.577
2015,6,18,4,40,10.577
2015,6,18,6,40,10.076
2015,6,18,8,40,12.582
2015,6,18,10,40,16.59
2015,6,18,12,40,19.094
2015,6,18,14,40,18.593
2015,6,18,16,40,18.093
2015,6,18,18,40,15.088
2015,6,18,20,40,12.582
2015,6,18,22,40,10.076
2015,6,19,0,40,9.073
2015,6,19,2,40,8.07
2015,6,19,4,40,7.568
2015,6,19,6,40,6.063
2015,6,19,8,40,7.066
2015,6,19,10,40,10.076
2015,6,19,12,40,14.086
2015,6,19,14,40,14.587
2015,6,19,16,40,15.088
2015,6,19,18,40,13.083
2015,6,19,20,40,10.577
2015,6,19,22,40,7.568
2015,6,20,0,40,6.063
2015,6,20,2,40,4.557
2015,6,20,4,40,5.059
2015,6,20,6,40,4.557
2015,6,20,8,40,7.568
2015,6,20,10,40,14.086
2015,6,20,12,40,18.593
2015,6,20,14,40,19.595
2015,6,20,16,40,18.093
2015,6,20,18,40,16.09
2015,6,20,20,40,12.081
2015,6,20,22,40,9.073
2015,6,21,0,40,8.07
2015,6,21,2,40,8.07
2015,6,21,4,40,8.07
2015,6,21,6,40,8.07
2015,6,21,8,40,10.076
2015,6,21,10,40,13.585
2015,6,21,12,40,20.596
2015,6,21,14,40,20.095
2015,6,21,16,40,19.595
2015,6,21,18,40,17.592
2015,6,21,20,40,14.587
2015,6,21,22,40,11.078
2015,6,22,0,40,9.073
2015,6,22,2,40,7.568
2015,6,22,4,40,7.066
2015,6,22,6,40,7.066
2015,6,22,8,40,10.076
2015,6,22,10,40,16.09
2015,6,22,12,40,17.592
2015,6,22,14,40,20.596
2015,6,22,16,40,18.593
2015,6,22,18,40,15.589
2015,6,22,20,40,13.083
2015,6,22,22,40,10.076
2015,6,23,0,40,8.07
2015,6,23,2,40,6.565
2015,6,23,4,40,6.063
2015,6,23,6,40,6.063
2015,6,23,8,40,9.073
2015,6,23,10,40,15.589
2015,6,23,12,40,19.595
2015,6,23,14,40,20.596
2015,6,23,16,40,19.595
2015,6,23,18,40,17.592
2015,6,23,20,40,14.587
2015,6,23,22,40,11.58
2015,6,24,0,40,11.078
2015,6,24,2,40,11.078
2015,6,24,4,40,10.076
2015,6,24,6,40,9.073
2015,6,24,8,40,11.58
2015,6,24,10,40,16.59
2015,6,24,12,40,18.593
2015,6,24,14,40,18.093
2015,6,24,16,40,17.592
2015,6,24,18,40,17.091
2015,6,24,20,40,14.587
2015,6,24,22,40,11.58
2015,6,25,0,40,10.076
2015,6,25,2,40,9.574
2015,6,25,4,40,9.073
2015,6,25,6,40,9.073
2015,6,25,8,40,12.081
2015,6,25,10,40,19.094
2015,6,25,12,40,24.598
2015,6,25,14,40,27.597
2015,6,25,16,40,25.598
2015,6,25,18,40,22.097
2015,6,25,20,40,18.093
2015,6,25,22,40,15.088
2015,6,26,0,40,13.585
2015,6,26,2,40,13.083
2015,6,26,4,40,12.582
2015,6,26,6,40,12.081
2015,6,26,8,40,15.589
2015,6,26,10,40,22.097
2015,6,26,12,40,29.596
2015,6,26,14,40,30.595
2015,6,26,16,40,27.098
2015,6,26,18,40,24.098
2015,6,26,20,40,20.095
2015,6,26,22,40,17.592
2015,6,27,0,40,17.091
2015,6,27,2,40,17.091
2015,6,27,4,40,17.091
2015,6,27,6,40,16.59
2015,6,27,8,40,19.094
2015,6,27,10,40,23.597
2015,6,27,12,40,27.597
2015,6,27,14,40,24.598
2015,6,27,16,40,27.597
2015,6,27,18,40,24.598
2015,6,27,20,40,20.596
2015,6,27,22,40,18.093
2015,6,28,0,40,17.091
2015,6,28,2,40,17.091
2015,6,28,4,40,17.091
2015,6,28,6,40,16.59
2015,6,28,8,40,19.595
2015,6,28,10,40,21.596
2015,6,28,12,40,24.098
2015,6,28,14,40,24.098
2015,6,28,16,40,21.096
2015,6,28,18,40,21.096
2015,6,28,20,40,18.093
2015,6,28,22,40,16.09
2015,6,29,0,40,15.589
2015,6,29,2,40,15.589
2015,6,29,4,40,15.088
2015,6,29,6,40,15.088
2015,6,29,8,40,16.09
2015,6,29,10,40,19.094
2015,6,29,12,40,24.598
2015,6,29,14,40,27.098
2015,6,29,16,40,25.598
2015,6,29,18,40,23.097
2015,6,29,20,40,19.094
2015,6,29,22,40,16.09
2015,6,30,0,40,14.587
2015,6,30,2,40,14.086
2015,6,30,4,40,13.083
2015,6,30,6,40,12.582
2015,6,30,8,40,15.589
2015,6,30,10,40,21.096
2015,6,30,12,40,25.598
2015,6,30,14,40,27.098
2015,6,30,16,40,25.098
2015,6,30,18,40,22.597
2015,6,30,20,40,18.593
2015,6,30,22,40,15.589
2015,7,1,0,40,14.086
2015,7,1,2,40,12.582
2015,7,1,4,40,11.58
2015,7,1,6,40,11.078
2015,7,1,8,40,15.088
2015,7,1,10,40,20.596
2015,7,1,12,40,26.598
2015,7,1,14,40,29.596
2015,7,1,16,40,27.597
2015,7,1,18,40,24.598
2015,7,1,20,40,19.595
2015,7,1,22,40,16.09
2015,7,2,0,40,14.587
2015,7,2,2,40,14.086
2015,7,2,4,40,14.086
2015,7,2,6,40,13.585
2015,7,2,8,40,16.09
2015,7,2,10,40,22.597
2015,7,2,12,40,28.097
2015,7,2,14,40,29.596
2015,7,2,16,40,27.597
2015,7,2,18,40,24.598
2015,7,2,20,40,20.095
2015,7,2,22,40,16.59
2015,7,3,0,40,15.589
2015,7,3,2,40,14.086
2015,7,3,4,40,13.083
2015,7,3,6,40,13.083
2015,7,3,8,40,15.589
2015,7,3,10,40,22.097
2015,7,3,12,40,27.597
2015,7,3,14,40,28.597
2015,7,3,16,40,27.098
2015,7,3,18,40,24.598
2015,7,3,20,40,20.095
2015,7,3,22,40,16.59
2015,7,4,0,40,15.088
2015,7,4,2,40,14.086
2015,7,4,4,40,13.083
2015,7,4,6,40,13.083
2015,7,4,8,40,16.09
2015,7,4,10,40,22.097
2015,7,4,12,40,26.598
2015,7,4,14,40,29.097
2015,7,4,16,40,27.098
2015,7,4,18,40,24.098
2015,7,4,20,40,19.595
2015,7,4,22,40,16.09
2015,7,5,0,40,14.587
2015,7,5,2,40,13.585
2015,7,5,4,40,13.083
2015,7,5,6,40,12.582
2015,7,5,8,40,16.59
2015,7,5,10,40,23.097
2015,7,5,12,40,28.097
2015,7,5,14,40,29.596
2015,7,5,16,40,27.597
2015,7,5,18,40,25.098
2015,7,5,20,40,21.596
2015,7,5,22,40,18.093
2015,7,6,0,40,16.59
2015,7,6,2,40,15.589
2015,7,6,4,40,14.587
2015,7,6,6,40,14.086
2015,7,6,8,40,16.59
2015,7,6,10,40,23.597
2015,7,6,12,40,27.597
2015,7,6,14,40,28.597
2015,7,6,16,40,26.098
2015,7,6,18,40,23.597
2015,7,6,20,40,20.095
2015,7,6,22,40,16.09
2015,7,7,0,40,14.086
